Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
03/02/2021,9,HI,536520,0,0,0,0,37893,0,48075,0,392771,0,392558,0,0,125672,173339,93760,21657,9736,10647,1274,13875,5930,6969,976,27741,0,35175,0,395417,251442,17.8,0,0,251290,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,NM,800425,0,0,0,0,38173,0,49379,0,721489,0,719497,0,1,314120,406655,713,36874,11000,10398,15476,25124,6706,6777,11641,34409,0,44386,0,738049,475459,22.7,0,0,473561,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,WI,1814215,0,0,0,0,31159,0,39822,0,1521200,0,1520575,0,0,661354,859723,123,149935,67576,45675,36684,110821,47044,32581,31196,26127,0,33376,0,1525651,984053,16.9,0,0,983620,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,NV,883370,0,0,0,0,28679,0,37000,0,723182,0,722970,0,0,337886,385296,0,71827,15944,13211,42672,51292,9534,8074,33684,23479,0,30281,0,716091,462624,15,0,0,462476,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,WA,2443300,0,0,0,0,32086,0,41051,0,1841160,0,1840188,0,1,944018,896284,857,145539,62215,43661,39663,98350,40896,30087,27367,24178,0,30918,0,1847807,1186560,15.6,0,0,1185874,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,FM,30000,0,0,0,0,28946,0,37109,0,15705,0,15701,0,0,15705,0,0,56,0,56,0,56,0,56,0,15153,0,19422,0,15850,10791,10.4,0,0,10787,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MO,1709605,0,0,0,0,27855,0,35865,0,1384067,0,1383543,0,0,518522,865385,160,142315,77851,42099,22365,93900,48749,28111,17040,22551,0,29024,0,1334042,872317,14.2,0,0,871944,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,VA,2735305,0,0,0,0,32046,0,40980,0,2171427,0,2169924,0,3,1024286,1146980,158,197850,100894,72486,24470,120465,59722,43888,16855,25440,0,32510,0,2187973,1402684,16.4,0,0,1401539,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MI,3103600,0,0,0,0,31077,0,39572,0,2389534,0,2389015,0,0,1034824,1354710,0,253356,121031,68191,64134,172716,76781,45737,50198,23927,0,30461,0,2430222,1536958,15.4,0,0,1536594,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,NY,5987175,0,0,0,0,30777,0,38814,0,4495821,0,4493966,0,0,2329804,2165560,457,388955,188597,131750,68608,248250,111543,80339,56368,23111,0,29134,0,4470952,2880527,14.8,0,0,2878994,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,NC,3028055,0,0,0,0,28871,0,36984,0,2545103,0,2543451,0,0,1052991,1491783,329,203098,101669,59972,41457,141124,65039,41172,34913,24267,0,31066,0,2513277,1626567,15.5,0,0,1625507,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,CT,1281935,0,0,0,0,35956,0,45173,0,1040154,0,1039032,0,0,461967,578173,14,128606,61903,49360,17343,77042,35777,28317,12948,29174,0,36613,0,1038222,719571,20.2,0,0,718789,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,DC,296805,0,0,0,0,42055,0,51388,0,199212,0,199199,0,0,77934,121278,0,7678,3700,3119,859,5274,2312,2229,733,28227,0,34488,0,127627,85368,12.1,0,0,85361,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,IA,940045,0,0,0,0,29795,0,38713,0,740713,0,740150,0,0,424995,315599,119,134635,60085,43950,30600,89229,36197,28939,24093,23477,0,30481,0,747554,550827,17.5,0,0,550415,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,IH2,868080,0,0,0,0,41678,0,0,0,577710,0,575004,0,0,307251,270459,0,0,0,0,0,0,0,0,0,27737,0,0,0,577710,392515,18.8,0,0,390342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,SC,1482565,0,0,0,0,28795,0,36720,0,1123049,0,1122073,0,0,402749,719368,932,96850,51772,28051,17027,63177,31943,18286,12948,21812,0,27791,0,1142562,759604,14.8,0,0,758902,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,NE,604380,0,0,0,0,31244,0,41443,0,484888,0,484443,0,0,243260,240646,982,56505,25163,21500,9842,37532,16314,14412,6806,25066,0,33219,0,482269,316806,16.4,0,0,316495,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,RP,14600,0,0,0,0,81532,0,104532,0,8185,0,8185,0,0,8184,1,0,0,0,0,0,0,0,0,0,45708,0,58602,0,8270,5144,28.7,0,0,5144,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,FL,6744275,0,0,0,0,31401,0,39102,0,5077891,0,5074389,0,0,2521848,2550777,5266,385199,200506,110438,74255,234959,117931,66799,50229,23643,0,29420,0,4992090,3184067,14.8,0,0,3180964,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,VT,227350,0,0,0,0,36435,0,44580,0,171557,0,171427,0,0,92197,79214,146,20370,9337,6712,4321,13036,5564,4180,3292,27494,0,33614,0,167946,109213,17.5,0,0,109123,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MA,2115560,0,0,0,0,30694,0,38189,0,1837816,0,1836567,0,0,907498,930291,27,300678,134410,121486,44782,181899,76679,70174,35046,26664,0,33153,0,1822189,1278555,18.5,0,0,1277636,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,ND,266470,0,0,0,0,34967,0,45794,0,238848,0,238607,0,0,118342,120506,0,6461,2947,2174,1340,3616,1601,1207,808,31342,0,41005,0,231197,149585,19.6,0,0,149409,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,AS,29450,0,0,0,0,52883,0,67799,0,21079,0,20797,0,0,4905,16174,0,0,0,0,0,0,0,0,0,37851,0,47879,0,21201,13028,23.4,0,0,12831,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,NJ,2618060,0,0,0,0,29475,0,37705,0,2187330,0,2185097,0,0,1179857,1006998,475,230338,111435,93148,25755,143660,67786,57524,18350,24626,0,31469,0,2282694,1511554,17,0,0,1509844,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,GA,3067745,0,0,0,0,28893,0,37810,0,2085047,0,2084497,0,0,1173188,911667,192,116804,68271,35993,12540,71915,40372,22024,9519,19638,0,25692,0,2058192,1268982,12,0,0,1268564,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,TX,8234755,0,0,0,0,28400,0,38131,0,5956629,0,5936465,0,16,2984849,2971577,187,448036,208331,145538,94167,280652,124188,88600,67864,20543,0,27489,0,5725257,3735197,12.9,0,0,3722120,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,OH,3573485,0,0,0,0,30571,0,39221,0,2723208,0,2722005,0,0,1436478,1285109,1621,349179,161641,108042,79496,226999,96626,67482,62891,23297,0,29876,0,2712389,1755260,15,0,0,1754473,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,OR,1293095,0,0,0,0,30659,0,38586,0,1038342,0,1036971,0,0,496470,541072,800,108865,53431,38682,16752,70605,33189,24996,12420,24618,0,30944,0,1034266,659018,15.6,0,0,658191,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,AZ,2244885,0,0,0,0,30842,0,39814,0,1889742,0,1887076,0,0,835997,1053371,374,102230,48035,30289,23906,75263,34319,21670,19274,25963,0,33468,0,1847058,1262868,17.4,0,0,1261046,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,TN,1974990,0,0,0,0,28920,0,37130,0,1405604,0,1405378,0,4,658168,746056,1376,95696,49357,25365,20974,66131,32161,17828,16142,20582,0,26421,0,1389152,911906,13.4,0,0,911718,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,CO,1747350,0,0,0,0,30343,0,38837,0,1428854,0,1428318,0,0,700799,727708,347,124448,52224,40305,31919,81007,32263,25665,23079,24812,0,31746,0,1428759,935576,16.2,0,0,935163,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,KY,1418685,0,0,0,0,31754,0,40946,0,1061236,0,1060885,0,2,555612,505573,49,92607,42608,26928,23071,62913,26672,17560,18681,23754,0,30619,0,1090282,724283,16.2,0,0,723995,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,VA2,2770485,0,0,0,0,0,0,0,0,2372611,0,2372592,0,0,1264665,1107946,0,0,0,0,0,0,0,0,0,0,0,0,0,2372611,1540721,0,0,0,1540707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,BP2,65335,0,0,0,0,0,0,0,0,61002,0,60999,0,0,24244,36758,0,0,0,0,0,0,0,0,0,0,0,0,0,61002,37239,0,0,0,37237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,DE,323935,0,0,0,0,33266,0,42059,0,225417,0,225347,0,0,111810,113580,27,35133,11141,8102,15890,24151,6596,5120,12435,23149,0,29259,0,220554,145892,15,0,0,145839,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,RI,350915,0,0,0,0,33125,0,41049,0,275799,0,275670,0,0,153953,121846,0,47554,23820,14977,8757,29677,13736,8877,7064,26034,0,32247,0,276601,196835,18.6,0,0,196748,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,DD2,1456635,0,0,0,0,0,0,0,0,996120,0,995848,0,0,458555,537166,399,0,0,0,0,0,0,0,0,0,0,0,0,996120,680682,0,0,0,680441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,LTC,11910105,0,0,0,0,0,0,0,0,7178616,0,0,0,0,1751663,5420933,6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MS,898945,0,0,0,0,30205,0,39470,0,646440,0,646321,0,0,356343,289852,245,50049,24435,11277,14337,31749,14714,7307,9728,21721,0,28378,0,652860,427476,14.4,0,0,427390,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,AL,1461320,0,0,0,0,29803,0,38306,0,972161,0,971908,0,0,511615,460546,0,77434,41679,26146,9609,48746,25177,17107,6462,19827,0,25477,0,995412,663187,13.5,0,0,662950,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,LA,1479200,0,0,0,0,31819,0,41537,0,1084499,0,1084288,0,0,449960,633814,725,105803,37150,18577,50076,73451,22946,12553,37952,23329,0,30448,0,1068713,684129,14.7,0,0,683957,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,GU,65500,0,0,0,0,39513,0,50658,0,55402,0,55385,0,0,26223,29179,0,1,0,0,1,1,0,0,1,33421,0,42835,0,55391,34532,20.8,0,0,34522,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,OK,1408880,0,0,0,0,35605,0,46889,0,1124662,0,1124025,0,0,534615,590041,6,63105,30361,15067,17677,43196,19026,11053,13117,28422,0,37408,0,1117454,708140,17.9,0,0,707632,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,ME,451450,0,0,0,0,33585,0,41214,0,334325,0,334165,0,0,173743,160562,20,36308,16297,14317,5694,23189,9569,9386,4234,24871,0,30507,0,340309,229054,17,0,0,228943,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,VI,37680,0,0,0,0,35995,0,46148,0,19736,0,19724,0,0,9939,9797,0,100,0,0,100,97,0,0,97,18854,0,24157,0,19403,12831,12.3,0,0,12821,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,SD,341900,0,0,0,0,38648,0,51217,0,282575,0,282229,0,0,144677,137885,13,12416,7662,2035,2719,8486,5070,1435,1981,31942,0,42278,0,282523,186707,21.1,0,0,186448,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MP,43610,0,0,0,0,76667,0,98292,0,18894,0,18889,0,0,2065,16829,0,1,0,0,1,1,0,0,1,33216,0,42573,0,18890,11073,19.5,0,0,11069,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,UT,879350,0,0,0,0,27429,0,38657,0,722301,0,721704,0,0,344263,378038,0,54398,20362,18332,15704,34541,12653,11530,10358,22530,0,31726,0,721383,406252,12.7,0,0,405851,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,CA,12528070,0,0,0,0,31707,0,40918,0,9497125,0,9491922,0,359,4638491,4858264,11,743328,353603,308679,81046,469515,214804,196635,58076,24036,0,31002,0,9481124,6520515,16.5,0,0,6516417,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MD,1946505,0,0,0,0,32197,0,41318,0,1390370,0,1389886,0,1,695886,693681,802,159639,75280,58376,25983,108419,48977,38472,20970,22998,0,29503,0,1439350,922936,15.3,0,0,922561,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,PA,4025115,0,0,0,0,31441,0,39589,0,2886451,0,2884397,0,0,1518161,1368214,76,389781,200089,171723,17969,232318,117104,102139,13075,22547,0,28369,0,2890058,1991624,15.6,0,0,1990073,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,AK,372725,0,0,0,0,50950,0,67576,0,269941,0,268601,0,0,123948,145939,54,6346,1906,1237,3203,4192,1282,878,2032,36900,0,48698,0,270203,168646,23.1,0,0,167751,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,US,102353940,0,0,0,0,30830,0,40107,0,78631601,0,78566692,0,401,38319678,40196532,114990,7178616,3339636,2353242,1485738,4656213,2040030,1490271,1125912,23684,0,30786,0,78631601,51755447,15.6,0,0,51708435,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MN,1653440,0,0,0,0,29318,0,38129,0,1443875,0,1443131,0,2,639658,804077,138,155038,66922,56631,31485,104952,42523,38213,24216,25602,0,33279,0,1453232,971142,17.2,0,0,970621,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,IN,2053030,0,0,0,0,30496,0,39755,0,1624577,0,1624265,0,0,761460,861681,1436,123351,79098,30250,14003,79432,49044,19865,10523,24131,0,31452,0,1624789,1021447,15.2,0,0,1021222,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,MT,342145,0,0,0,0,32013,0,40722,0,286163,0,285892,0,0,162315,123777,71,20684,10293,6769,3622,13563,6499,4509,2555,26775,0,34027,0,287328,191691,17.9,0,0,191472,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2021,9,WV,644595,0,0,0,0,35968,0,44995,0,536534,0,536031,0,0,270966,265568,0,25934,0,0,25934,17465,0,0,17465,29938,0,37417,0,527250,319813,17.8,0,0,319488,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,NV,867240,0,0,0,0,28156,0,36324,0,715121,0,714917,0,0,336085,379036,0,71802,15933,13197,42672,51284,9534,8066,33684,23217,0,29944,0,707912,458492,14.9,0,0,458346,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,NC,2985475,0,0,0,0,28465,0,36464,0,2525579,0,2523931,0,0,1043216,1482034,329,202497,101422,59618,41457,140849,64899,41037,34913,24080,0,30827,0,2494510,1615012,15.4,0,0,1613956,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,OR,1241415,0,0,0,0,29433,0,37044,0,1024055,0,1022690,0,0,488365,534892,798,107632,52645,38235,16752,70090,32864,24806,12420,24280,0,30517,0,1019924,650472,15.4,0,0,649650,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,CT,1198495,0,0,0,0,33616,0,42233,0,1031305,0,1030188,0,0,458047,573245,13,128407,61813,49251,17343,76997,35764,28285,12948,28926,0,36302,0,1029406,712375,20,0,0,711598,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,SC,1339205,0,0,0,0,26010,0,33169,0,1116811,0,1115835,0,0,397188,718691,932,96526,51690,27809,17027,63143,31929,18265,12949,21691,0,27637,0,1135714,755284,14.7,0,0,754582,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,PA,3915545,0,0,0,0,30585,0,38511,0,2835338,0,2833383,0,0,1489042,1346220,76,387058,198162,170927,17969,231482,116634,101773,13075,22148,0,27867,0,2837470,1956197,15.3,0,0,1954739,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,MS,869955,0,0,0,0,29231,0,38197,0,637116,0,636998,0,0,353195,283676,245,50045,24433,11275,14337,31749,14715,7305,9729,21407,0,27968,0,643620,422306,14.2,0,0,422220,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,NJ,2508320,0,0,0,0,28240,0,36124,0,2096498,0,2094448,0,0,1134541,961482,475,229348,110974,92619,25755,143311,67564,57398,18349,23603,0,30164,0,2191409,1448799,16.3,0,0,1447222,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,DE,291815,0,0,0,0,29968,0,37889,0,225374,0,225304,0,0,111772,113575,27,35102,11126,8086,15890,24137,6590,5112,12435,23145,0,29253,0,220293,145722,15,0,0,145669,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,TX,7615175,0,0,0,0,26263,0,35262,0,5572496,0,5554661,0,0,2828841,2743511,144,447156,208106,144883,94167,280424,124134,88426,67864,19218,0,25721,0,5342250,3533100,12.2,0,0,3521373,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,NE,603210,0,0,0,0,31183,0,41363,0,476315,0,475870,0,0,239057,236318,940,56463,25150,21471,9842,37530,16313,14411,6806,24623,0,32631,0,473729,311102,16.1,0,0,310791,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,GU,51300,0,0,0,0,30947,0,39675,0,55255,0,55238,0,0,26088,29167,0,1,0,0,1,1,0,0,1,33333,0,42721,0,55244,34489,20.8,0,0,34479,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,SD,329300,0,0,0,0,37223,0,49329,0,282075,0,281733,0,0,144342,137720,13,12415,7662,2034,2719,8485,5070,1434,1981,31885,0,42204,0,282025,186324,21.1,0,0,186066,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,ME,416090,0,0,0,0,30954,0,37986,0,334009,0,333849,0,0,173427,160562,20,36287,16291,14302,5694,23186,9570,9382,4234,24848,0,30478,0,339864,228686,17,0,0,228575,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,AK,342535,0,0,0,0,46824,0,62103,0,268406,0,267067,0,0,123457,144895,54,6343,1906,1234,3203,4190,1282,876,2032,36690,0,48420,0,268637,168069,23,0,0,167175,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,RP,9200,0,0,0,0,51377,0,65870,0,8185,0,8185,0,0,8184,1,0,0,0,0,0,0,0,0,0,45708,0,58602,0,8269,5143,28.7,0,0,5143,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,TN,1965740,0,0,0,0,28784,0,36956,0,1394659,0,1394437,0,4,654645,738639,1371,95541,49272,25295,20974,66097,32142,17813,16142,20422,0,26216,0,1378254,903477,13.2,0,0,903292,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,AR,892660,0,0,0,0,29580,0,38516,0,661572,0,661364,0,0,320920,340589,63,28039,7512,3475,17052,18856,4636,2276,11944,21922,0,28536,0,663178,425567,14.1,0,0,425391,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2021,9,MD,1837445,0,0,0,0,30393,0,39003,0,1364145,0,1363674,0,1,681858,681487,799,157197,73730,57484,25983,107567,48525,38072,20970,22564,0,28947,0,1413319,906877,15,0,0,906517,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
